gene,US,MH,GH,AN,sum,max_PBE,max_PBE_pop,chr,pos,max_PCAdapt,enzyme_descriptors,pathway_ids,pathway_names
Zm00001d048077,0,0,0,0,0,0.498476998682144,AN,9,149400941,10.3443067052599,NAD(P)-binding Rossmann-fold superfamily protein,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d041481,0,0,0,0,0,0.498097001475182,AN,3,122814707,18.3428207002063,Patatin-like protein 6,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d052875,0,0,0,0,0,0.483496326934291,AN,4,203132583,3.37233532128309,Glycerophosphodiester phosphodiesterase GDPDL3,PWY-6952,glycerophosphodiester degradation
Zm00001d038167,0,0,0,0,0,0.482674090967882,AN,6,150270791,4.16213547245937,Lipase  ,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d018654,0,0,0,0,0,0.475149416536523,AN,NA,NA,NA,Mono-/di-acylglycerol lipase N-terminal;Lipase class 3,LIPAS-PWY,triacylglycerol degradation
Zm00001d049154,0,0,0,0,0,0.465413277348563,AN,4,18124620,3.86921669717419,Galactolipase DONGLE chloroplastic,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d022575,0,0,0,0,0,0.45141379127143,AN,NA,NA,NA,methyltransferases,PWY-6825,phosphatidylcholine biosynthesis V
Zm00001d033256,0,0,0,0,0,0.450106676222371,AN,1,256162991,18.1632927852037,Patatin-like protein 6,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d044136,0,0,0,0,0,0.446802594674195,AN,3,220101547,21.9581586985921,Glycerol-3-phosphate acyltransferase 1,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d009497,0,0,0,0,0,0.446802594674195,AN,8,67368182,20.632436169494,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PHOSLIPSYN2-PWY | PWY-5669 | zma00564,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d013014,0,0,0,0,0,0.441657143452838,AN,5,3230722,5.50806118887889,Triacylglycerol lipase SDP1,LIPAS-PWY,triacylglycerol degradation
Zm00001d051628,0,0,0,0,0,0.440675857704803,AN,4,165052086,0.815556830168536,Diacylglycerol O-acyltransferase 1  ,TRIGLSYN-PWY | zma00561,diacylglycerol and triacylglycerol biosynthesis
Zm00001d012701,0,0,0,0,0,0.440675857704803,AN,8,178881665,1.67493655657792,Phosphatidate cytidylyltransferase  ,PHOSLIPSYN2-PWY | PWY-5667 | PWY0-1319 | PWY4FS-7 | PWY4FS-8 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | CDP-diacylglycerol biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d026134,0,0,0,0,0,0.430215341679356,AN,10,139368297,2.52431824854534,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d043652,0,0,0,0,0,0.430215341679356,AN,3,206064626,0.31547447562196,Probable choline kinase 2,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY3O-450 | PWY4FS-5 | PWY4FS-6 | zma00564,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis I | superpathway of phosphatidylcholine biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d012152,0,0,0,0,0,0.421138991759077,AN,8,168997387,5.70116066081362,Galactolipase DONGLE chloroplastic,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d053247,0,0,0,0,0,0.412294614653219,AN,4,222079367,4.93130831934515,lipase class 3 family protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d040265,0,0,0,0,0,0.40281788738593,GH,3,35056973,33.4532453210793,Glycerol-3-phosphate acyltransferase 1  ,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d045295,0,0,0,0,0,0.398132806632638,AN,9,18156029,0.547135950834707,ACS-like protein%3B Putative AMP-dependent synthetase and ligase superfamily protein  ,PWY-6803,phosphatidylcholine acyl editing
Zm00001d029908,0,0,0,0,0,0.394994020844051,AN,NA,NA,NA,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d003169,0,0,0,0,0,0.394228898363993,MH,2,34338323,0.017476285371692,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d037099,0,0,0,0,0,0.394228898363993,MH,6,112119249,3.27327069763476,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d046593,0,0,0,0,0,0.393323723703918,GH,9,97673683,38.9692873826944, acid phosphatase1,PWY-6348,phosphate acquisition
Zm00001d049076,0,0,0,0,0,0.393183055885046,AN,4,14932945,5.16154857204601,Putative phosphatidylinositol kinase  ,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d023351,0,0,0,0,0,0.391363653642737,AN,NA,NA,NA,NA,PWY-6803,phosphatidylcholine acyl editing
Zm00001d036631,0,0,0,0,0,0.391363653642737,AN,6,95644216,12.6248606754232,Probable CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2,PHOSLIPSYN2-PWY | PWY-6351 | PWY-6352 | zma00564,"superpathway of phospholipid biosynthesis II (plants) | D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d009261,0,0,0,0,0,0.391363653642737,AN,NA,NA,NA,Phospholipase A I,LIPASYN-PWY | PWY-6803,phospholipases | phosphatidylcholine acyl editing
Zm00001d033300,0,0,0,0,0,0.3897069126621,GH,1,258068982,0.455999717452297,Type IV inositol polyphosphate 5-phosphatase 11,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d012476,0,0,0,0,0,0.3897069126621,GH,8,175268972,2.30785631766435,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d007442,0,0,0,0,0,0.383494671988182,AN,2,231792083,8.75520103834629,Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d014820,0,0,0,0,0,0.379972384908396,MH,5,64546155,0.021946179590795,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d028539,0,0,0,0,0,0.373053017274228,US,1,38647089,1.14235938230291,Sulfoquinovosyl transferase SQD2,PWYQT-4427,sulfoquinovosyl diacylglycerol biosynthesis
Zm00001d029412,0,0,0,0,0,0.373053017274228,US,1,69429450,6.88380502050267,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d022431,0,0,0,0,0,0.37130565357317,AN,7,177586993,0.043155518600729,HAD superfamily subfamily IIIB acid phosphatase,PWY-6348,phosphate acquisition
Zm00001d015818,0,0,0,0,0,0.370625350398008,AN,NA,NA,NA,Phospholipase D gamma 1,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d011269,0,0,0,0,0,0.370100206533174,US,8,145258144,1.58180731040781,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d019552,0,0,0,0,0,0.363587135846518,US,7,42055685,21.868005722945,Alpha-galactosidase  ,zma00561,NA
Zm00001d037139,0,0,0,0,0,0.360061436119177,US,6,113727084,0.986153106473898,Putative dnaJ chaperone family protein  ,LIPAS-PWY,triacylglycerol degradation
Zm00001d049813,0,0,0,0,0,0.346573590279973,MH,NA,NA,NA,Triacylglycerol lipase 2,LIPAS-PWY,triacylglycerol degradation
Zm00001d005818,0,0,0,0,0,0.346525425331289,AN,2,189672567,0.382864958859169,Aldehyde dehydrogenase family 7 member B4,zma00561,NA
Zm00001d040076,0,0,0,0,0,0.343896460620693,US,3,25958322,0.400648756091137,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PHOSLIPSYN2-PWY | PWY-5669 | zma00564,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d046049,0,0,0,0,0,0.343830251570924,AN,NA,NA,NA,protein tyrosine phosphatases;protein tyrosine phosphatases,PWY-6348,phosphate acquisition
Zm00001d053174,0,0,0,0,0,0.33871934676846,AN,4,218057874,15.6584849663543,Digalactosyldiacylglycerol synthase 1 chloroplastic,PWY-401,galactolipid biosynthesis I
Zm00001d045324,0,0,0,0,0,0.335803820704048,AN,9,18956840,11.3423075489664,Putative dual specificity protein phosphatase DSP8,PHOSLIPSYN2-PWY | PWY-5269 | PWY4FS-7 | PWY4FS-8,superpathway of phospholipid biosynthesis II (plants) | cardiolipin biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d010078,0,0,0,0,0,0.335107856887804,GH,NA,NA,NA,Glycerol-3-phosphate 2-O-acyltransferase 6,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d041962,0,0,0,0,0,0.332726489842624,GH,NA,NA,NA,Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 chloroplastic,PWY-6118 | zma00564,glycerol-3-phosphate shuttle
Zm00001d012308,0,0,0,0,0,0.332488294653747,MH,NA,NA,NA,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PHOSLIPSYN2-PWY | PWY-5669,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d014984,0,0,0,0,0,0.330624882850874,GH,5,71084956,1.3212366202019,Glycerol-3-phosphate acyltransferase 8  ,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d035180,0,0,0,0,0,0.330624882850874,GH,NA,NA,NA,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d038908,0,0,0,0,0,0.330624882850874,GH,6,166814565,2.55572580010025,Lipid phosphate phosphatase 2,PWY-7039 | TRIGLSYN-PWY | zma00561 | zma00564,"phosphatidate metabolism, as a signaling molecule | diacylglycerol and triacylglycerol biosynthesis"
Zm00001d020697,0,0,0,0,0,0.330624882850874,GH,7,128986540,4.29257981570238,Histone H3 K4-specific methyltransferase SET7/9 family protein,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d010257,0,0,0,0,0,0.330624882850874,GH,8,106411135,0.147396493789282,NA,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-2 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis II | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d008509,0,0,0,0,0,0.329994722935624,AN,NA,NA,NA,NA,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d006257,0,0,0,0,0,0.329874097762972,US,2,202917681,4.32099151379832, phospholipase D10,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d007714,0,0,0,0,0,0.328389375337475,MH,2,238011737,1.08338641743745,Probable glycerol-3-phosphate acyltransferase 2,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d022067,0,0,0,0,0,0.326357796871431,US,7,169295990,8.27763715200368,Glycerophosphodiester phosphodiesterase GDPD5,PWY-6952 | zma00564,glycerophosphodiester degradation
Zm00001d044111,0,0,0,0,0,0.32615765713131,AN,3,219560824,0.479698000009097,Catalytic/ hydrolase  ,LIPAS-PWY,triacylglycerol degradation
Zm00001d030220,0,0,0,0,0,0.326019655679115,US,1,113772470,23.1078036736963,alpha/beta-Hydrolases superfamily protein,zma00561,NA
Zm00001d028470,0,0,0,0,0,0.325303107733389,GH,1,35945240,2.53607454006097,Phosphatidylserine decarboxylase proenzyme 3,PHOSLIPSYN2-PWY | PWY-5669,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d028505,0,0,0,0,0,0.321937629879319,MH,1,37344155,10.031544179058,Phospholipase A2-alpha,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d034714,0,0,0,0,0,0.321937629879319,MH,1,300527009,14.6568997106367,Non-specific phospholipase C1,zma00564,NA
Zm00001d035070,0,0,0,0,0,0.319104392824473,AN,6,3732755,3.80444498454553,Probable acyl-activating enzyme 1 peroxisomal,PWY-6803,phosphatidylcholine acyl editing
Zm00001d051754,0,0,0,0,0,0.317757433647102,GH,4,168919407,0.243292991925307, aldehyde dehydrogenase2,zma00561,NA
Zm00001d053127,0,0,0,0,0,0.317757433647102,GH,4,214706310,4.54457651805267,Long chain acyl-CoA synthetase 2,PWY-6803,phosphatidylcholine acyl editing
Zm00001d038620,0,0,0,0,0,0.317757433647102,GH,6,161065690,17.6315797081316,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 4,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d023573,0,0,0,0,0,0.313614609697137,AN,NA,NA,NA,Phospholipase D alpha 3,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d026062,0,0,0,0,0,0.313614609697137,AN,10,137309736,1.62008319454161,GDSL-like Lipase/Acylhydrolase superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d043853,0,0,0,0,0,0.305129396740801,MH,3,212106244,9.22592620997307,O-acyltransferase WSD1,TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis
Zm00001d037946,0,0,0,0,0,0.305129396740801,MH,6,143060630,0.006314640242405, phospholipase D13,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d011477,0,0,0,0,0,0.305129396740801,MH,8,151688431,0.68323308907096,Phospholipase A1-IIgamma,LIPASYN-PWY | PWY-6803,phospholipases | phosphatidylcholine acyl editing
Zm00001d040398,0,0,0,0,0,0.298918282195952,MH,3,41308606,16.4730312302023,Protein kinase superfamily protein,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d017546,0,0,0,0,0,0.298445612407722,US,5,199272308,7.16148976782222,NA,LIPAS-PWY,triacylglycerol degradation
Zm00001d011284,0,0,0,0,0,0.296689728151972,US,8,145784133,2.77750117275908,Inorganic pyrophosphatase 1,PWY-6348,phosphate acquisition
Zm00001d047849,0,0,0,0,0,0.293893282451162,MH,9,143268913,0.119916506634819,Sulfoquinovosyl transferase SQD2,PWYQT-4427 | zma00561,sulfoquinovosyl diacylglycerol biosynthesis
Zm00001d035004,0,0,0,0,0,0.28361658752467,US,6,1587781,5.64339430635358,Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  ,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d031811,0,0,0,0,0,0.281544022569068,AN,1,202550784,3.26052375523009,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d016731,0,0,0,0,0,0.281329761960589,AN,5,174493656,0.228749915944935,Digalactosyldiacylglycerol synthase 1 chloroplastic,PWY-401 | zma00561,galactolipid biosynthesis I
Zm00001d037336,0,0,0,0,0,0.281329761960589,AN,6,121966526,32.6245620353108,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d008771,0,0,0,0,0,0.281329761960589,AN,8,19585663,3.63599853843577,NA,LIPAS-PWY,triacylglycerol degradation
Zm00001d020537,0,0,0,0,0,0.27882245327384,AN,7,121386116,5.01019592493716, opaque endosperm5,PWY-401 | zma00561,galactolipid biosynthesis I
Zm00001d031815,0,0,0,0,0,0.278664457957761,AN,1,202687635,2.67193669724096,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d005484,0,0,0,0,0,0.278664457957761,AN,2,175598171,24.222049517261, phospholipase D12,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d015636,0,0,0,0,0,0.278506603117593,MH,5,102367335,1.81826300473525,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d039670,0,0,0,0,0,0.274762921660518,AN,3,11504827,4.58008213823262, phospholipase D1,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d035737,0,0,0,0,0,0.266883099819412,US,6,44302881,134.696444915095,D-glycerate 3-kinase chloroplastic,zma00561,NA
Zm00001d003924,0,0,0,0,0,0.26580969314598,US,2,68551228,16.196539036214,Glycerophosphodiester phosphodiesterase GDPD2,PWY-6952 | zma00564,glycerophosphodiester degradation
Zm00001d038824,0,0,0,0,0,0.261003703070299,US,6,165278736,4.51796554004163,Probable choline kinase 2,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-6 | zma00564,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d020966,0,0,0,0,0,0.248298112916412,AN,7,138148850,2.09483743899113,Cysteine/Histidine-rich C1 domain family protein,PWY-7039,"phosphatidate metabolism, as a signaling molecule"
Zm00001d007616,0,0,0,0,0,0.24415859906776,US,NA,NA,NA,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d007618,0,0,0,0,0,0.24415859906776,US,NA,NA,NA,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d039920,0,0,0,0,0,0.24415859906776,US,3,19384086,1.70130780909473,PR5-like receptor kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d043401,0,0,0,0,0,0.24415859906776,US,3,198869385,6.26656944629985,Phosphatidate cytidylyltransferase  ,PHOSLIPSYN2-PWY | PWY-5667 | PWY0-1319 | PWY4FS-7 | PWY4FS-8 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | CDP-diacylglycerol biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d053812,0,0,0,0,0,0.24415859906776,US,NA,NA,NA,Glycerophosphodiester phosphodiesterase GDPD4,PWY-6952,glycerophosphodiester degradation
Zm00001d018608,0,0,0,0,0,0.24415859906776,US,NA,NA,NA,Diacylglycerol kinase 5,PWY-7039,"phosphatidate metabolism, as a signaling molecule"
Zm00001d043207,0,0,0,0,0,0.230260802955668,AN,3,191786507,21.4820050226381,haloacid dehalogenase (HAD) superfamily protein,PHOSLIPSYN2-PWY | PWY-5269 | PWY4FS-7 | PWY4FS-8 | zma00564,superpathway of phospholipid biosynthesis II (plants) | cardiolipin biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d029038,0,0,0,0,0,0.229908643320786,AN,1,55704716,5.79075789302319,HAD superfamily subfamily IIIB acid phosphatase,PWY-6348,phosphate acquisition
Zm00001d007604,0,0,0,0,0,0.220057051969004,MH,2,236089227,3.1336941243325,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d026133,0,0,0,0,0,0.219003060506535,GH,10,139351346,0.832240294864742,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d040671,0,0,0,0,0,0.217986224376452,US,3,57181102,10.0704085165262,NA,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d029397,0,0,0,0,0,0.213029924064258,AN,1,68937374,1.87972187585449, phospholipase D7,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d043680,0,0,0,0,0,0.210656420288466,AN,3,207109667,0.386305403339722,Phospholipase A1-IIdelta,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d051110,0,0,0,0,0,0.208149921215407,GH,4,143187832,1.87811701855828,GDSL esterase/lipase LTL1,LIPAS-PWY,triacylglycerol degradation
Zm00001d052485,0,0,0,0,0,0.205295037937946,GH,4,191053495,3.2410897606174,AMP-binding protein  ,PWY-6803,phosphatidylcholine acyl editing
Zm00001d015103,0,0,0,0,0,0.193304213998609,US,NA,NA,NA,cytidinediphosphate diacylglycerol synthase 4,PHOSLIPSYN2-PWY | PWY-5667 | PWY0-1319 | PWY4FS-7 | PWY4FS-8 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | CDP-diacylglycerol biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d045404,0,0,0,0,0,0.190856976443235,AN,9,20778338,7.37843798074415,Acid phosphatase 1  ,PWY-6348,phosphate acquisition
Zm00001d032540,0,0,0,0,0,0.183863140062846,GH,1,229984987,1.06929466486083,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d008265,0,0,0,0,0,0.182321156794115,MH,8,3524135,5.57387601208183,Protein kinase superfamily protein,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d053094,0,0,0,0,0,0.177086181860383,MH,4,213447587,9.64947846128387,Purple acid phosphatase 3,PWY-6348,phosphate acquisition
Zm00001d011629,0,0,0,0,0,0.172085722146418,US,8,156764291,2.45506609576328, Helminthosporium turcicum resistanceN1,PWY-6952,glycerophosphodiester degradation
Zm00001d042057,0,0,0,0,0,0.162999745162783,GH,3,148971485,0.528631079580463,Non-specific phospholipase C2,LIPASYN-PWY | zma00564,phospholipases
Zm00001d023410,0,0,0,0,0,0.162267478692284,US,10,5030372,1.00327731166983,Probable purple acid phosphatase 20,PWY-6348,phosphate acquisition
Zm00001d025459,0,0,0,0,0,0.162267478692284,US,10,119208126,20.0670135266375,Digalactosyldiacylglycerol synthase 1 chloroplastic,PWY-401,galactolipid biosynthesis I
Zm00001d039953,0,0,0,0,0,0.162267478692284,US,NA,NA,NA,Digalactosyldiacylglycerol synthase 1 chloroplastic,PWY-401,galactolipid biosynthesis I
Zm00001d025632,0,0,0,0,0,0.158216037099728,MH,NA,NA,NA,Probable choline kinase 2,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-6,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d029232,0,0,0,0,0,0.149521698677959,AN,1,63242445,13.6406822736033,Phospholipase A1-IIgamma,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d051418,0,0,0,0,0,0.14384146479738,MH,4,157826472,1.42028796569389,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d051419,0,0,0,0,0,0.14384146479738,MH,4,157826472,1.42028796569389,GSDL-motif protein lipase  ,LIPAS-PWY,triacylglycerol degradation
Zm00001d045224,0,0,0,0,0,0.143266489070135,US,9,16503574,0.372141707863203,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d022391,0,0,0,0,0,0.142291439957054,GH,7,176617470,4.05317650422254,Phosphatidylinositol 4-phosphate 5-kinase 6,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d038307,0,0,0,0,0,0.139324910843555,AN,NA,NA,NA,Glutathione S-transferase family protein,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d031813,0,0,0,0,0,0.138605144625538,MH,1,202635650,1.71410457719156,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d023404,0,0,0,0,0,0.131948256399454,GH,10,4839187,0.00094910005206,Probable purple acid phosphatase 20,PWY-6348,phosphate acquisition
Zm00001d030927,0,0,0,0,0,0.12990213114713,AN,NA,NA,NA,NA,PWY-6952,glycerophosphodiester degradation
Zm00001d003702,0,0,0,0,0,0.128617769979033,GH,NA,NA,NA,4-coumarate--CoA ligase-like 1,PWY-6803,phosphatidylcholine acyl editing
